# Metric Evaluation
# Base Directory: /rds/project/rds-DKRMHAHoC3M/nemo/data/DINO/etienne_restart3_temporal_cadence/nemo-spinup-bench/examples/1-resampling-temporal-data/resampled
# Mesh Mask: /rds/project/rds-DKRMHAHoC3M/nemo/data/DINO/etienne_restart3_temporal_cadence/nemo-spinup-bench/examples/1-resampling-temporal-data/resampled/mesh_mask.nc
# Restart File: /rds/project/rds-DKRMHAHoC3M/nemo/data/DINO/etienne_restart3_temporal_cadence/nemo-spinup-bench/examples/1-resampling-temporal-data/resampled/DINO_35524800_restart.nc
# Output Files:
#   - /rds/project/rds-DKRMHAHoC3M/nemo/data/DINO/etienne_restart3_temporal_cadence/nemo-spinup-bench/examples/1-resampling-temporal-data/resampled/DINO_1m_grid_T_3D.nc
#   - /rds/project/rds-DKRMHAHoC3M/nemo/data/DINO/etienne_restart3_temporal_cadence/nemo-spinup-bench/examples/1-resampling-temporal-data/resampled/DINO_1m_grid_T_2D.nc
#   - /rds/project/rds-DKRMHAHoC3M/nemo/data/DINO/etienne_restart3_temporal_cadence/nemo-spinup-bench/examples/1-resampling-temporal-data/resampled/DINO_1m_grid_U_3D.nc
#   - /rds/project/rds-DKRMHAHoC3M/nemo/data/DINO/etienne_restart3_temporal_cadence/nemo-spinup-bench/examples/1-resampling-temporal-data/resampled/DINO_1m_grid_V_3D.nc
#
timestamp,check_density_from_file,temperature_500m_30NS_metric,temperature_BWbox_metric,temperature_DWbox_metric,ACC_Drake_metric,ACC_Drake_metric_2,NASTG_BSF_max,check_density_computed
3060-01-16 00:00:00,Error: 'density',10.345456,4.329502,5.460137,215.164916,215.164916,141.751911,0.005550
3060-02-16 00:00:00,Error: 'density',10.351968,4.328710,5.462476,201.621926,201.621926,128.767179,0.005452
3060-03-16 00:00:00,Error: 'density',10.343980,4.332621,5.460909,214.429700,214.429700,138.857509,0.005262
3060-04-16 00:00:00,Error: 'density',10.332701,4.335055,5.460096,203.801538,203.801538,128.322049,0.005282
3060-05-16 00:00:00,Error: 'density',10.318932,4.336926,5.457776,200.463748,200.463748,102.021379,0.005020
3060-06-16 00:00:00,Error: 'density',10.314772,4.336102,5.457658,186.010916,186.010916,100.919223,0.004870
3060-07-16 00:00:00,Error: 'density',10.307935,4.333650,5.457750,204.372606,204.372606,97.647640,0.004857
3060-08-16 00:00:00,Error: 'density',10.310037,4.331758,5.457550,203.699457,203.699457,93.073962,0.004802
3060-09-16 00:00:00,Error: 'density',10.300518,4.329406,5.456310,204.347194,204.347194,108.446228,0.004975
3060-10-16 00:00:00,Error: 'density',10.283005,4.328630,5.452540,175.443437,175.443437,95.476350,0.005185
3060-11-16 00:00:00,Error: 'density',10.268178,4.326798,5.449744,203.094270,203.094270,96.004801,0.005654
3060-12-16 00:00:00,Error: 'density',10.263983,4.325363,5.448576,210.677840,210.677840,83.423073,0.005930
3061-01-16 00:00:00,Error: 'density',10.255905,4.325887,5.447070,206.864951,206.864951,92.842633,0.005722
3061-02-16 00:00:00,Error: 'density',10.239930,4.330461,5.442318,197.046427,197.046427,115.048979,0.005327
3061-03-16 00:00:00,Error: 'density',10.231528,4.333533,5.441038,203.318565,203.318565,107.252259,0.005315
3061-04-16 00:00:00,Error: 'density',10.223014,4.337614,5.438423,187.921265,187.921265,101.048786,0.005207
3061-05-16 00:00:00,Error: 'density',10.221179,4.339527,5.437241,211.987223,211.987223,134.785461,0.005095
3061-06-16 00:00:00,Error: 'density',10.220882,4.339485,5.436501,208.826485,208.826485,126.865759,0.004802
3061-07-16 00:00:00,Error: 'density',10.226710,4.336579,5.436233,209.658713,209.658713,105.992572,0.004794
3061-08-16 00:00:00,Error: 'density',10.231451,4.333097,5.436253,197.230441,197.230441,130.905265,0.004793
3061-09-16 00:00:00,Error: 'density',10.236942,4.330145,5.436877,200.629795,200.629795,152.883369,0.004954
3061-10-16 00:00:00,Error: 'density',10.234776,4.326343,5.436760,199.582073,199.582073,131.289696,0.005340
3061-11-16 00:00:00,Error: 'density',10.240637,4.323775,5.436626,207.196054,207.196054,117.581303,0.005803
3061-12-16 00:00:00,Error: 'density',10.224021,4.324375,5.434305,211.227535,211.227535,112.526330,0.006070
3062-01-16 00:00:00,Error: 'density',10.214128,4.326551,5.432301,201.053625,201.053625,99.274652,0.005878
3062-02-16 00:00:00,Error: 'density',10.201343,4.329156,5.431071,206.767177,206.767177,130.581875,0.005493
3062-03-16 00:00:00,Error: 'density',10.198035,4.332011,5.429624,199.585841,199.585841,109.156461,0.005284
3062-04-16 00:00:00,Error: 'density',10.180123,4.335308,5.427599,196.858984,196.858984,130.554721,0.005125
3062-05-16 00:00:00,Error: 'density',10.177734,4.335334,5.427079,177.742680,177.742680,134.588675,0.004859
3062-06-16 00:00:00,Error: 'density',10.170879,4.335450,5.425764,195.275706,195.275706,102.086939,0.004840
3062-07-16 00:00:00,Error: 'density',10.173264,4.333317,5.426673,190.900794,190.900794,122.690240,0.004764
3062-08-16 00:00:00,Error: 'density',10.168699,4.332630,5.425334,214.505413,214.505413,124.955130,0.004877
3062-09-16 00:00:00,Error: 'density',10.158246,4.330938,5.423436,197.578442,197.578442,134.212795,0.005048
3062-10-16 00:00:00,Error: 'density',10.135447,4.330051,5.420015,201.113400,201.113400,120.276797,0.005340
3062-11-16 00:00:00,Error: 'density',10.125933,4.327957,5.418178,224.259611,224.259611,141.056364,0.005713
3062-12-16 00:00:00,Error: 'density',10.134990,4.324780,5.418721,197.944078,197.944078,140.668781,0.005960
